market,ticker,date,close,ret,volume,turnover,mkt_cap,sector
CN,CN01,2024-02-15,109.54756206657127,-0.01569391738466196,17951313.638821088,0.03702549809909071,13485510685.296465,Industrials
CN,CN01,2024-02-16,106.75122584421048,-0.025526229608482564,17910008.71462689,0.03309393098224631,13141276443.155941,Industrials
CN,CN01,2024-02-19,106.64394495122664,-0.0010049616960876315,18639896.71841284,0.03931269398686259,13128069963.692871,Industrials
CN,CN01,2024-02-20,107.48290115417083,0.007866890176726744,14333607.337417182,0.03142717593026611,13231347048.329628,Industrials
CN,CN01,2024-02-21,109.71935105470149,0.020807494741165753,15565846.227054168,0.03136728026756025,13506658232.456285,Industrials
CN,CN01,2024-02-22,109.27431995546146,-0.004056085776684537,16215258.981383795,0.030216466005296375,13451874068.109081,Industrials
CN,CN01,2024-02-23,109.96121715795313,0.006285989267850237,15186515.193202158,0.03731061240138434,13536432404.133686,Industrials
CN,CN01,2024-02-26,109.86088771935431,-0.0009124074941321923,15422107.690079045,0.027179353244535825,13524081661.764338,Industrials
CN,CN01,2024-02-27,108.92979568027839,-0.008475191293324004,15063786.41709344,0.019985910831733945,13409462482.614351,Industrials
CN,CN01,2024-02-28,108.1375160141726,-0.007273305353763995,15000101.271709697,0.034417017446068565,13311931367.348454,Industrials
CN,CN01,2024-02-29,106.72429690124065,-0.013068721799997216,14134130.359748583,0.0261692022761727,13137961439.68792,Industrials
CN,CN01,2024-03-01,109.67179346657578,0.027617858827991552,15379793.11400797,0.028431521777372133,13500803804.016819,Industrials
CN,CN01,2024-03-04,108.72761360447275,-0.008609140347383692,14883256.081903813,0.033238202739442106,13384573489.265547,Industrials
CN,CN01,2024-03-05,110.03684673002701,0.01204140403850826,17511801.970716715,0.0215909618357643,13545742546.532898,Industrials
CN,CN01,2024-03-06,109.57786833968176,-0.004171133615554605,16888025.882970292,0.02299341114357544,13489241444.449406,Industrials
CN,CN01,2024-03-07,111.0235976437703,0.01319362500835398,15463015.8630678,0.021594888251524585,13667213437.714619,Industrials
CN,CN01,2024-03-08,112.12293091636184,0.009901798319658626,14084331.34836628,0.024823454839898305,13802543428.766596,Industrials
CN,CN01,2024-03-11,112.01253751775994,-0.000984574677986757,13665106.233619899,0.029758546424067975,13788953794.01482,Industrials
CN,CN01,2024-03-12,112.23609632686419,0.001995837377300717,16429371.543706639,0.030096751371251083,13816474303.390789,Industrials
CN,CN01,2024-03-13,111.90872003302349,-0.002916853887071129,15315299.070176566,0.029105096717314215,13776173666.613325,Industrials
CN,CN01,2024-03-14,111.38336738493459,-0.004694474639097559,15576172.084069934,0.022348936464430535,13711501768.711605,Industrials
CN,CN01,2024-03-15,110.56538305043426,-0.007343864292353518,12906496.815630969,0.018759586253469424,13610806360.47782,Industrials
CN,CN01,2024-03-18,108.61137690222719,-0.01767285649718906,16112926.177869817,0.02821741434156153,13370264532.858067,Industrials
CN,CN01,2024-03-19,106.49235443218048,-0.019510133565052566,15545304.405857235,0.026112895865446656,13109408886.021921,Industrials
CN,CN01,2024-03-20,106.54629912585975,0.0005065593109186686,13667483.178702626,0.02983754308686645,13116049579.153774,Industrials
CN,CN01,2024-03-21,109.75204192927177,0.030087791220464483,14434170.231060062,0.03080781450488508,13510682540.528614,Industrials
CN,CN01,2024-03-22,109.32579381589913,-0.0038837374310295384,15316460.645227823,0.02855296572823473,13458210597.027205,Industrials
CN,CN01,2024-03-25,109.97468436529691,0.005935383835314252,15062960.158027492,0.031040532341503415,13538090242.657055,Industrials
CN,CN01,2024-03-26,109.0687912810077,-0.008237287422259399,14649394.577035734,0.028916845496460276,13426573102.179804,Industrials
CN,CN01,2024-03-27,110.5607187179301,0.013678774830084728,14875814.078320848,0.030120258822405866,13610232172.384193,Industrials
CN,CN01,2024-03-28,111.02625633302198,0.004210696353011115,14697627.146151738,0.02518130694852047,13667540727.356087,Industrials
CN,CN01,2024-03-29,110.99139980986259,-0.00031394846868330276,15183075.014522962,0.027281554344674167,13663249823.874065,Industrials
CN,CN01,2024-04-01,113.0769003565799,0.018789749028212573,16765790.367591789,0.02878710438662783,13919978858.974428,Industrials
CN,CN01,2024-04-02,114.34886954125787,0.011248709335566348,11920009.870882442,0.03128211390166968,14076560655.116262,Industrials
CN,CN01,2024-04-03,116.2169299979593,0.016336501306883786,14715779.68258838,0.026425035311101713,14306522406.654997,Industrials
CN,CN01,2024-04-04,116.13450761194865,-0.000709211523760698,15211814.905646937,0.030084669022928452,14296376056.099258,Industrials
CN,CN01,2024-04-05,115.19077746722935,-0.008126181994697732,15355192.78762452,0.026936644832338486,14180201102.402756,Industrials
CN,CN01,2024-04-08,113.18867716453603,-0.017380734349699965,14553702.502414452,0.02752983133068748,13933738794.016573,Industrials
CN,CN01,2024-04-09,114.4412376854066,0.011066129159277875,12891933.8610257,0.031318076168096294,14087931347.1828,Industrials
CN,CN01,2024-04-10,115.92450197097332,0.012960924886570552,15393594.580456931,0.020027758515783377,14270523967.1808,Industrials
CN,CN01,2024-04-11,114.957380326484,-0.008342685351639264,17072820.256997023,0.022814110687700957,14151469475.919582,Industrials
CN,CN01,2024-04-12,114.88608037365204,-0.0006202294505100389,13159366.314100634,0.02207125841022872,14142692317.782623,Industrials
CN,CN01,2024-04-15,117.06541837985479,0.018969556617431226,16036593.616437826,0.01866553552060678,14410972920.427711,Industrials
CN,CN01,2024-04-16,116.13836383681165,-0.007919115276511662,14605769.732252527,0.025286942239379294,14296850764.624155,Industrials
CN,CN01,2024-04-17,114.58293942331686,-0.013392856263072066,14926410.785005383,0.03099773559891096,14105375097.31895,Industrials
CN,CN01,2024-04-18,115.64487006051331,0.00926779014869943,13736521.787155261,0.0268604637344697,14236100753.689596,Industrials
CN,CN01,2024-04-19,115.66388738419658,0.0001644458908841486,14598652.593172949,0.02879116032776741,14238441821.960752,Industrials
CN,CN01,2024-04-22,115.44743065476456,-0.0018714287953423712,16560053.51363875,0.03235686998684317,14211795591.934328,Industrials
CN,CN01,2024-04-23,115.64679367835598,0.0017268727633064996,15699186.290385248,0.03331074452907077,14236337554.65972,Industrials
CN,CN01,2024-04-24,115.61332605567677,-0.0002893951627599752,17078773.92649193,0.02772344826109544,14232217627.435984,Industrials
CN,CN01,2024-04-25,117.31219217576253,0.014694379774764264,16412894.266773233,0.03341434355827759,14441351238.290623,Industrials
CN,CN01,2024-04-26,117.16643509455692,-0.0012424717201366263,15526904.01471549,0.028368506633736437,14423408267.776487,Industrials
CN,CN01,2024-04-29,117.11432973002839,-0.0004447123827441184,17092721.43140135,0.02465040710469015,14416993999.518433,Industrials
CN,CN01,2024-04-30,114.69039524579256,-0.020697163957847698,15526791.790485958,0.025622398591205058,14118603110.931093,Industrials
CN,CN01,2024-05-01,114.28401912291379,-0.0035432445934802156,15993585.81215647,0.022077853949739934,14068577446.790792,Industrials
CN,CN01,2024-05-02,113.18472044319417,-0.009619006123133572,14644114.85575835,0.02444746458506539,13933251714.186335,Industrials
CN,CN01,2024-05-03,111.9662262900904,-0.010765535739563948,15079854.979031045,0.026567933247702284,13783252794.888922,Industrials
CN,CN01,2024-05-06,111.19106636463158,-0.006923158448249173,14163091.412039667,0.031214340077514408,13687829151.857632,Industrials
CN,CN01,2024-05-07,111.32180671701678,0.0011758170567090073,16187500.721513825,0.03488307932466394,13703923534.843706,Industrials
CN,CN01,2024-05-08,112.51229667578212,0.010694130771625,13586035.65226216,0.02247127393849184,13850475085.209677,Industrials
CN,CN01,2024-05-09,110.4258162210861,-0.01854446595031723,15938820.410901194,0.029571309873039676,13593625421.596289,Industrials
CN,CN01,2024-05-10,110.44851573812149,0.0002055634978503153,14771218.73099381,0.023837824243369863,13596419774.786417,Industrials
CN,CN01,2024-05-13,108.51464225645825,-0.017509275418861645,16405496.512160784,0.029898788353852807,13358356316.239225,Industrials
CN,CN01,2024-05-14,107.00549211828167,-0.013907341044445656,15901042.786477512,0.027475653397249094,13172577099.156061,Industrials
CN,CN01,2024-05-15,107.32123237174696,0.0029506920365945585,17184775.38917616,0.02067637669660988,13211445317.50397,Industrials
CN,CN01,2024-05-16,107.29017679437001,-0.00028937030157623334,15876929.629366374,0.03171318796627394,13207622317.588184,Industrials
CN,CN01,2024-05-17,109.36386964258143,0.01932789105367782,13113551.693216112,0.025579997148765077,13462897802.820652,Industrials
CN,CN01,2024-05-20,108.49527526081992,-0.00794224257609219,14919656.192522159,0.02586439904650578,13355972202.693512,Industrials
CN,CN01,2024-05-21,107.33924257314595,-0.010655143137753124,13593591.368886221,0.02372099035484124,13213662407.12996,Industrials
CN,CN01,2024-05-22,108.09575186597068,0.007047835206301286,14378064.18916047,0.02538286689324978,13306790122.247108,Industrials
CN,CN01,2024-05-23,108.17825996906679,0.000763287193731798,16813474.119932067,0.02971156176277967,13316947024.737097,Industrials
CN,CN01,2024-05-24,109.0244119840409,0.007821830515817833,15765040.573077235,0.027243022636254378,13421109927.352713,Industrials
CN,CN01,2024-05-27,106.91993871444612,-0.019302771106922696,14161283.485705504,0.029314648009129925,13162045314.424175,Industrials
CN,CN01,2024-05-28,106.92225083458614,2.1624779884982367e-05,13783539.160271522,0.029447687415715375,13162329940.756937,Industrials
CN,CN01,2024-05-29,106.52994218919487,-0.0036691020094422734,15039338.511451513,0.033282646622112666,13114036009.522364,Industrials
CN,CN01,2024-05-30,109.53266688658069,0.02818667348990994,13540127.820742646,0.026628855396542483,13483677060.65769,Industrials
CN,CN01,2024-05-31,112.70503821890732,0.02896278728985546,14194631.667124102,0.022092568732617075,13874201931.250622,Industrials
CN,CN02,2024-01-02,103.77079511378365,0.01602153204350365,13761284.795306595,0.021537366642717288,16521352242.57495,Technology
CN,CN02,2024-01-03,103.50230108667613,-0.0025873756369807948,13506633.854878709,0.0299282673421021,16478605298.292534,Technology
CN,CN02,2024-01-04,103.95073511562896,0.004332599606430907,13933443.224122899,0.02590912521532128,16550000497.12245,Technology
CN,CN02,2024-01-05,105.14429069388164,0.011481934946636362,14915183.542017514,0.01774102263271773,16740026526.197208,Technology
CN,CN02,2024-01-08,106.14961502187799,0.009561378191453555,15401154.154197257,0.03113937614643254,16900084250.749146,Technology
CN,CN02,2024-01-09,107.82872447384356,0.015818328230578074,15061370.470262595,0.02908947902109696,17167415330.55192,Technology
CN,CN02,2024-01-10,108.06437641754674,0.0021854282785320005,14081357.667084344,0.025144500703854065,17204933485.484615,Technology
CN,CN02,2024-01-11,108.06733627966696,2.7389804284648923e-05,16080221.476823956,0.022732679155767033,17205404725.24551,Technology
CN,CN02,2024-01-12,109.49489676367666,0.013209916457229152,15887295.206761137,0.03134323158525735,17432686684.27882,Technology
CN,CN02,2024-01-15,107.74640921631742,-0.015968667025030567,14808422.031093579,0.02939740249024172,17154309915.265886,Technology
CN,CN02,2024-01-16,108.91504104455005,0.010846132476549038,14216500.626402346,0.0375304091307363,17340367833.15064,Technology
CN,CN02,2024-01-17,109.54629620621898,0.005795849274947476,15658113.50499576,0.02968075439489975,17440869991.48373,Technology
CN,CN02,2024-01-18,110.05762706714849,0.004667714734662822,15225568.304983325,0.02955081256504806,17522278997.328316,Technology
CN,CN02,2024-01-19,109.91030793984955,-0.001338563543706624,13262247.288701942,0.02733228827956574,17498824313.459835,Technology
CN,CN02,2024-01-22,108.23551401526083,-0.015237823967386915,14918423.692818714,0.03126710346880317,17232180308.935104,Technology
CN,CN02,2024-01-23,104.90811253393262,-0.030742233837029346,15314442.974489257,0.030500340804992615,16702424592.35597,Technology
CN,CN02,2024-01-24,103.82820067485059,-0.010293883218351958,13920366.256214695,0.03300690003426078,16530491784.138927,Technology
CN,CN02,2024-01-25,102.57199599320558,-0.012098877506111785,15227812.071404932,0.025914708325450862,16330491388.926844,Technology
CN,CN02,2024-01-26,102.9129512836694,0.003324058259394784,13254213.017690653,0.02625837010822415,16384774893.70818,Technology
CN,CN02,2024-01-29,105.3107771790732,0.02329955428830742,16603423.320014605,0.026083587316352082,16766532845.84583,Technology
CN,CN02,2024-01-30,106.61008658595624,0.012337857925724467,16497539.982071318,0.031163206884715956,16973395946.004871,Technology
CN,CN02,2024-01-31,104.89290848807613,-0.016107088483561096,14696979.198836442,0.03399349776118693,16700003955.636053,Technology
CN,CN02,2024-02-01,106.31224910535481,0.013531330551674246,15436145.205406887,0.0261646380274028,16925977229.374033,Technology
CN,CN02,2024-02-02,105.71720188766147,-0.005597165168649936,12108093.64104015,0.026300905088827636,16831239739.180418,Technology
CN,CN02,2024-02-05,105.06947403695638,-0.006126986328993035,13612382.8076816,0.029256308895479196,16728114963.398455,Technology
CN,CN02,2024-02-06,105.07646388001302,6.652591650152138e-05,14647465.295817444,0.027016953999948395,16729227816.57774,Technology
CN,CN02,2024-02-07,106.31016095335656,0.01174094585779259,13713440.37428777,0.03180821461255956,16925644774.614857,Technology
CN,CN02,2024-02-08,106.2059175683731,-0.0009805589987696849,15857275.779156791,0.018992890837523813,16909048181.321127,Technology
CN,CN02,2024-02-09,107.9267296502943,0.016202600771405982,17396755.836897593,0.024693179812332423,17183018738.427544,Technology
CN,CN02,2024-02-12,106.83293661601643,-0.01013458888101212,13588062.336684838,0.02487033466415422,17008875907.77885,Technology
CN,CN02,2024-02-13,108.55900219426199,0.01615668007376292,13995043.91509777,0.01871857595045542,17283682874.23517,Technology
CN,CN02,2024-02-14,111.66571346725627,0.0286177213330954,15282538.041971916,0.024145446222524784,17778302494.339626,Technology
CN,CN02,2024-02-15,111.5929782437473,-0.0006513657706607311,16933339.378199544,0.024339375536616296,17766722316.634357,Technology
CN,CN02,2024-02-16,112.89471535990332,0.011665045029201439,13533150.824952116,0.02719558138192468,17973971932.479218,Technology
CN,CN02,2024-02-19,113.57445981889397,0.006021047635610367,15298843.34676833,0.03245186356664106,18082194073.6858,Technology
CN,CN02,2024-02-20,115.35120133413858,0.015643847376230504,17185558.62097573,0.027019757395237192,18365069158.00192,Technology
CN,CN02,2024-02-21,115.22468038658536,-0.001096832508806825,13017889.022184879,0.023876745118915386,18344925753.122932,Technology
CN,CN02,2024-02-22,114.32922622543121,-0.007771374658188205,13462716.951785002,0.027772181835145883,18202360462.018772,Technology
CN,CN02,2024-02-23,112.61821696721726,-0.014965633151756268,14491672.072246995,0.0321966944857654,17929950612.848167,Technology
CN,CN02,2024-02-26,113.78264009750528,0.010339562831357521,14375293.904573508,0.024096164735540382,18115338463.772846,Technology
CN,CN02,2024-02-27,113.28599810884141,-0.004364830946428036,15975121.545304373,0.024357700464314205,18036268073.841152,Technology
CN,CN02,2024-02-28,114.68816491852726,0.012377229605539648,15289991.663785005,0.030234195837096894,18259507105.01815,Technology
CN,CN02,2024-02-29,115.67152650376785,0.008574220242682841,12870045.528429447,0.0271138555370768,18416068140.459408,Technology
CN,CN02,2024-03-01,116.42503061616898,0.006514171077154296,15618492.483480973,0.030589938762837898,18536033558.89489,Technology
CN,CN02,2024-03-04,116.17312084160436,-0.00216370803796588,14306953.33517322,0.027945412832818813,18495926994.091507,Technology
CN,CN02,2024-03-05,117.04033574470961,0.007464849844979565,16529336.660329487,0.03080665459235827,18633996311.846107,Technology
CN,CN02,2024-03-06,117.40163100940372,0.0030869294965298363,14246894.956275696,0.023859687543837438,18691518144.699375,Technology
CN,CN02,2024-03-07,118.96069119225598,0.013279714851043154,14236061.660277316,0.02795166139684693,18939736175.79408,Technology
CN,CN02,2024-03-08,118.41420890016231,-0.0045938056228210684,15649357.932965437,0.027157239942547373,18625453875.145443,Technology
CN,CN02,2024-03-11,119.46630157676191,0.008884851626941498,17825373.192260846,0.024987351207870157,18567432822.808804,Technology
CN,CN02,2024-03-12,118.3484084245167,-0.009357393151799467,17402245.545130257,0.023485775265207266,18170880860.19245,Technology
CN,CN02,2024-03-13,116.82100798128434,-0.012905965222223932,14534557.205434818,0.033202435832386544,17936368103.75363,Technology
CN,CN02,2024-03-14,117.53682946468703,0.006127506479976319,17523118.287263572,0.028723885708818335,18046273315.536625,Technology
CN,CN02,2024-03-15,120.68943140727748,0.026822247604846534,15409889.978549609,0.02582374918328354,18205482007.071022,Technology
CN,CN02,2024-03-18,121.4551004501421,0.00634412668894581,20881777.534649044,0.03519291825113963,17993281215.229923,Technology
CN,CN02,2024-03-19,120.93472654332767,-0.004284496121495066,16215652.786575776,0.03836424900668871,17592310009.77616,Technology
CN,CN02,2024-03-20,116.4397447423687,-0.03716866056127006,18953415.624003045,0.02227491736984452,16938427410.534159,Technology
CN,CN02,2024-03-21,117.00203811040787,0.004829050160520937,17119139.204094004,0.0259758653836563,17020223926.139973,Technology
CN,CN02,2024-03-22,119.70838040905113,0.02313072782620618,16422222.872018596,0.02868397599425434,17413914093.3166,Technology
CN,CN02,2024-03-25,121.23082154872837,0.01271791610975756,19345032.679810233,0.03993676425091995,17635382791.897923,Technology
CN,CN02,2024-03-26,118.97538978684294,-0.018604441783633945,15289973.4260121,0.029130347931677188,17307286339.41396,Technology
CN,CN02,2024-03-27,119.39771979615749,0.0035497257884273747,14263227.838328524,0.031069268961844906,17368722460.060673,Technology
CN,CN02,2024-03-28,117.35323494869178,-0.017123315679362764,16741414.618825277,0.02343935632349508,17071312342.429815,Technology
CN,CN02,2024-03-29,117.48670077610498,0.0011372999429591717,14471217.09411631,0.023521856498917897,17090727544.983099,Technology
CN,CN02,2024-04-01,118.28715114953009,0.0068131147452216,15038529.208765121,0.029791254866890843,17207168632.82639,Technology
CN,CN02,2024-04-02,118.90067792932514,0.005186757596515788,15322696.137214322,0.028233097323741786,17296418045.447227,Technology
CN,CN02,2024-04-03,119.77545626955887,0.007357219113197297,14256400.879045663,0.030194955275456507,17423671582.881042,Technology
CN,CN02,2024-04-04,119.91586806549519,0.0011722918894195127,15565363.552079916,0.027249316036286192,17444097211.761566,Technology
CN,CN02,2024-04-05,121.68013412434165,0.014712532105282675,14359857.183402332,0.02911257490581851,17700744052.03728,Technology
CN,CN02,2024-04-08,120.55560982868067,-0.00924164247314071,14506034.01334055,0.028632476339620436,17537160103.999783,Technology
CN,CN02,2024-04-09,120.78009664148739,0.0018621017564070513,16635171.16776401,0.0311110695563397,17569816080.631832,Technology
CN,CN02,2024-04-10,122.19044346218841,0.01167698039592867,13751296.73698508,0.031228033127777884,17774978478.56544,Technology
CN,CN02,2024-04-11,119.99734505881379,-0.017948199067247612,12104663.602884611,0.021520512022432922,17455949626.416107,Technology
CN,CN02,2024-04-12,119.2055414180384,-0.0065985096619205095,16933124.394014273,0.019010925778636577,17340766374.148205,Technology
CN,CN02,2024-04-15,121.29031937342111,0.017488934915128273,18059193.543128405,0.032006981590606026,17644037908.64413,Technology
CN,CN02,2024-04-16,121.67499993742011,0.003171568563643327,14513676.881460803,0.032750900373047745,17699997184.610916,Technology
CN,CN02,2024-04-17,123.39537488182819,0.014139099612022992,12675794.351255778,0.023917507921946652,17950259207.936657,Technology
CN,CN02,2024-04-18,122.9347327865084,-0.0037330580320446816,14627419.228564868,0.020560658373817486,17883249848.623184,Technology
CN,CN02,2024-04-19,125.69506516643929,0.022453641191253426,14656532.460191198,0.028396139284028805,18284793924.057705,Technology
CN,CN02,2024-04-22,125.66155058917042,-0.00026663399413881126,14772091.39077329,0.03172335290540212,18279918576.42173,Technology
CN,CN02,2024-04-23,126.52324063593392,0.006857229142274757,13663934.349693783,0.03519037808973726,18405268166.802376,Technology
CN,CN02,2024-04-24,128.33930486667293,0.01435360192808113,15695473.370971773,0.030065190288405805,18669450059.448242,Technology
CN,CN02,2024-04-25,127.49502577813739,-0.00657849198585451,15629408.850343304,0.02651313321365722,18546633231.851852,Technology
CN,CN02,2024-04-26,125.75250598399153,-0.013667355126294314,13206713.256216832,0.02442747751366055,18293149809.075,Technology
CN,CN02,2024-04-29,124.02837577583902,-0.01371050377613933,15839036.078033864,0.02804580516668262,18042341509.540195,Technology
CN,CN02,2024-04-30,125.19515224082413,0.009407334875479238,17463221.978335068,0.026802941184458976,18212071858.0582,Technology
CN,CN02,2024-05-01,122.46538173074305,-0.02180412309280257,15206352.398924472,0.023939728377084735,17814973601.49013,Technology
CN,CN02,2024-05-02,123.46456859576746,0.008158933168732166,14595209.805517793,0.03619502260345315,17960324780.50742,Technology
CN,CN02,2024-05-03,123.15202295366453,-0.0025314602047995637,14829596.142710974,0.03514067360828853,17914858933.060287,Technology
CN,CN02,2024-05-06,125.3019267809453,0.017457316377901936,15738308.120362274,0.03254419473422172,18227604293.320206,Technology
CN,CN02,2024-05-07,122.36397311432007,-0.02344699512690969,12923194.073391339,0.02431659840876349,17800221744.279488,Technology
CN,CN02,2024-05-08,121.1720080264975,-0.009741144043344882,15197268.843572762,0.03142007729718912,17626827220.26498,Technology
CN,CN02,2024-05-09,118.3952962905082,-0.022915455320193224,14531443.260644628,0.030558505637991607,17222900448.662235,Technology
CN,CN02,2024-05-10,117.2018887582231,-0.01007985595438534,17217390.015547253,0.029770182496816212,17049296093.022999,Technology
CN,CN02,2024-05-13,116.15290427002206,-0.008950235352990044,14790992.71943405,0.03299866106817511,16896700880.38763,Technology
CN,CN02,2024-05-14,114.72235245543514,-0.01231610887026376,17001465.133343425,0.03054148457144511,16688599272.796492,Technology
CN,CN02,2024-05-15,113.31172176659162,-0.012296040472073689,13675511.162661592,0.03096005694521734,16483395580.715967,Technology
CN,CN02,2024-05-16,112.31621426051571,-0.008785565081488486,15704711.00016335,0.03054762513348884,16338579636.077665,Technology
CN,CN02,2024-05-17,112.96565711067359,0.005782271548536168,15383280.316549474,0.029363165632008425,16433053740.250854,Technology
CN,CN02,2024-05-20,110.89763485479452,-0.018306645654732123,13957143.302562261,0.020865555481143265,16132219648.40291,Technology
CN,CN02,2024-05-21,111.57793124680734,0.006134453569758981,15212875.337564329,0.02833448430964223,16231182000.813192,Technology
CN,CN02,2024-05-22,113.57201436289816,0.01787166237810918,16455022.604197921,0.0257752321646035,16521260205.529367,Technology
CN,CN02,2024-05-23,113.84831985524077,0.0024328660004190555,14611449.95485608,0.02288063616943992,16561454217.767477,Technology
CN,CN02,2024-05-24,115.2702908348492,0.01249004799909645,12969644.820996284,0.0347272664772033,16768307575.882229,Technology
CN,CN02,2024-05-27,114.94142632417606,-0.0028529858673152146,14978924.608227065,0.03491598136354281,16720467831.349443,Technology
CN,CN02,2024-05-28,117.62373884009686,0.023336342706899233,13917092.286248986,0.03343688240118245,17110662398.8815,Technology
CN,CN02,2024-05-29,116.73272684257716,-0.007575103514869321,14589190.87360334,0.029020853667423498,16981047360.00199,Technology
CN,CN02,2024-05-30,116.06191386719715,-0.005746571621552664,14902094.676377855,0.033402500483810625,16883464555.13876,Technology
CN,CN02,2024-05-31,115.77420541575853,-0.0024789221705220693,12953217.34078138,0.028048212722407304,16841611760.537804,Technology
CN,CN03,2024-01-02,101.15297861353505,0.007443649560175367,16493936.854375735,0.029410880652105374,23814888260.131775,Consumer
CN,CN03,2024-01-03,100.49004221027589,-0.006553800118847586,14482392.674112588,0.031067291487136977,23658810242.622177,Consumer
CN,CN03,2024-01-04,99.5201939888441,-0.009651187322644087,11997960.187008414,0.02848471179719785,23430474633.13974,Consumer
CN,CN03,2024-01-05,100.19435955584532,0.006774158489650705,12955208.564867549,0.028523056751646177,23589196381.792374,Consumer
CN,CN03,2024-01-08,98.6932501479726,-0.014981975178313758,14000355.932644786,0.03129501252750473,23235783627.12399,Consumer
CN,CN03,2024-01-09,99.91217244382776,0.012350614596515975,14330725.335005742,0.02776286941589627,23522759835.550636,Consumer
CN,CN03,2024-01-10,101.12115504553825,0.012100453549743225,14509933.647294328,0.025082852254505354,23807395898.302483,Consumer
CN,CN03,2024-01-11,100.94101600757823,-0.0017814179226779922,15046297.3475771,0.026342107736656566,23764984976.556957,Consumer
CN,CN03,2024-01-12,101.27252630967574,0.0032841981902840107,14625904.403013064,0.03053564151093497,23843033897.20909,Consumer
